Time(s),Crosshead(mm),Load(kN),Extensometer(mm/mm),Stress(MPa)
1.2,0.0015,0.273,0.00001,21.504
1.3,0.0030,0.291,0.00001,22.915
1.4,0.0046,0.311,0.00002,24.470
1.5,0.0062,0.330,0.00003,25.966
1.6,0.0078,0.349,0.00004,27.461
1.7,0.0095,0.370,0.00005,29.141
1.8,0.0110,0.387,0.00005,30.491
1.9,0.0127,0.405,0.00006,31.917
2.0,0.0143,0.423,0.00007,33.313
2.1,0.0159,0.442,0.00007,34.829
2.2,0.0175,0.460,0.00008,36.183
2.3,0.0191,0.476,0.00008,37.497
2.4,0.0207,0.493,0.00009,38.844
2.5,0.0224,0.512,0.00010,40.326
2.6,0.0240,0.528,0.00010,41.531
2.7,0.0256,0.545,0.00011,42.888
2.8,0.0274,0.562,0.00012,44.249
2.9,0.0291,0.580,0.00012,45.648
3.0,0.0307,0.596,0.00013,46.899
3.1,0.0324,0.610,0.00014,48.032
3.2,0.0342,0.628,0.00014,49.437
3.3,0.0359,0.644,0.00015,50.686
3.4,0.0375,0.658,0.00016,51.839
3.5,0.0392,0.674,0.00016,53.024
3.6,0.0410,0.690,0.00017,54.315
3.7,0.0426,0.703,0.00017,55.368
3.8,0.0442,0.717,0.00017,56.424
3.9,0.0459,0.732,0.00018,57.609
4.0,0.0477,0.747,0.00019,58.827
4.1,0.0492,0.760,0.00020,59.812
4.2,0.0509,0.773,0.00020,60.842
4.3,0.0527,0.788,0.00021,62.003
4.4,0.0543,0.801,0.00021,63.096
4.5,0.0560,0.814,0.00022,64.064
4.6,0.0576,0.826,0.00022,65.023
4.7,0.0594,0.840,0.00022,66.131
4.8,0.0611,0.853,0.00024,67.142
4.9,0.0627,0.865,0.00024,68.127
5.0,0.0643,0.878,0.00024,69.086
5.1,0.0661,0.891,0.00025,70.171
5.2,0.0678,0.903,0.00025,71.123
5.3,0.0694,0.915,0.00025,72.030
5.4,0.0710,0.927,0.00026,72.987
5.5,0.0728,0.940,0.00026,74.030
5.6,0.0744,0.951,0.00027,74.874
5.7,0.0759,0.962,0.00027,75.704
5.8,0.0776,0.973,0.00028,76.564
5.9,0.0794,0.985,0.00028,77.578
6.0,0.0810,0.996,0.00028,78.400
6.1,0.0826,1.006,0.00029,79.207
6.2,0.0843,1.018,0.00029,80.144
6.3,0.0860,1.029,0.00030,81.040
6.4,0.0876,1.040,0.00030,81.868
6.5,0.0893,1.050,0.00030,82.644
6.6,0.0911,1.062,0.00031,83.595
6.7,0.0927,1.073,0.00032,84.442
6.8,0.0943,1.083,0.00032,85.240
6.9,0.0960,1.093,0.00032,86.084
7.0,0.0978,1.105,0.00032,87.011
7.1,0.0994,1.115,0.00033,87.779
7.2,0.1011,1.125,0.00034,88.570
7.3,0.1027,1.135,0.00034,89.362
7.4,0.1044,1.146,0.00035,90.233
7.5,0.1060,1.156,0.00035,91.039
7.6,0.1076,1.166,0.00035,91.783
7.7,0.1093,1.176,0.00036,92.569
7.8,0.1111,1.187,0.00036,93.449
7.9,0.1127,1.196,0.00036,94.187
8.0,0.1143,1.206,0.00037,94.940
8.1,0.1159,1.216,0.00037,95.735
8.2,0.1177,1.227,0.00037,96.564
8.3,0.1193,1.234,0.00037,97.161
8.4,0.1209,1.243,0.00038,97.863
8.5,0.1227,1.253,0.00039,98.681
8.6,0.1243,1.262,0.00039,99.388
8.7,0.1259,1.271,0.00039,100.024
8.8,0.1275,1.280,0.00040,100.752
8.9,0.1293,1.291,0.00040,101.599
9.0,0.1309,1.300,0.00040,102.312
9.1,0.1326,1.308,0.00040,102.958
9.2,0.1343,1.317,0.00041,103.702
9.3,0.1360,1.326,0.00041,104.419
9.4,0.1376,1.334,0.00041,105.020
9.5,0.1392,1.344,0.00042,105.796
9.6,0.1409,1.353,0.00042,106.487
9.7,0.1427,1.362,0.00043,107.226
9.8,0.1443,1.371,0.00043,107.909
9.9,0.1459,1.379,0.00043,108.580
10.0,0.1476,1.389,0.00044,109.315
10.1,0.1494,1.398,0.00044,110.094
10.2,0.1510,1.407,0.00045,110.761
10.3,0.1526,1.416,0.00045,111.495
10.4,0.1544,1.426,0.00045,112.273
10.5,0.1560,1.435,0.00046,112.971
10.6,0.1576,1.444,0.00046,113.660
10.7,0.1594,1.453,0.00046,114.389
10.8,0.1611,1.463,0.00047,115.168
10.9,0.1627,1.470,0.00047,115.739
11.0,0.1643,1.479,0.00047,116.471
11.1,0.1661,1.489,0.00048,117.218
11.2,0.1678,1.499,0.00048,117.973
11.3,0.1694,1.507,0.00048,118.619
11.4,0.1710,1.515,0.00049,119.294
11.5,0.1727,1.525,0.00049,120.037
11.6,0.1744,1.534,0.00050,120.780
11.7,0.1760,1.543,0.00050,121.443
11.8,0.1776,1.551,0.00050,122.137
11.9,0.1794,1.562,0.00051,122.937
12.0,0.1811,1.570,0.00051,123.611
12.1,0.1827,1.578,0.00051,124.258
12.2,0.1843,1.587,0.00052,124.943
12.3,0.1861,1.598,0.00053,125.770
12.4,0.1876,1.606,0.00053,126.424
12.5,0.1892,1.614,0.00053,127.069
12.6,0.1909,1.624,0.00054,127.835
12.7,0.1927,1.634,0.00054,128.644
12.8,0.1943,1.642,0.00055,129.240
12.9,0.1959,1.650,0.00055,129.919
13.0,0.1975,1.660,0.00055,130.670
13.1,0.1992,1.670,0.00056,131.458
13.2,0.2009,1.677,0.00056,132.061
13.3,0.2025,1.687,0.00056,132.817
13.4,0.2043,1.697,0.00057,133.618
13.5,0.2059,1.706,0.00058,134.321
13.6,0.2075,1.715,0.00057,135.016
13.7,0.2092,1.723,0.00058,135.680
13.8,0.2110,1.735,0.00058,136.550
13.9,0.2126,1.743,0.00059,137.222
14.0,0.2142,1.752,0.00060,137.892
14.1,0.2158,1.760,0.00060,138.571
14.2,0.2175,1.771,0.00060,139.417
14.3,0.2192,1.779,0.00060,140.060
14.4,0.2208,1.788,0.00061,140.780
14.5,0.2224,1.797,0.00061,141.446
14.6,0.2242,1.807,0.00061,142.224
14.7,0.2259,1.815,0.00062,142.926
14.8,0.2275,1.825,0.00062,143.654
14.9,0.2292,1.834,0.00062,144.409
15.0,0.2309,1.845,0.00063,145.225
15.1,0.2326,1.853,0.00064,145.896
15.2,0.2342,1.862,0.00064,146.560
15.3,0.2359,1.872,0.00064,147.367
15.4,0.2376,1.881,0.00065,148.101
15.5,0.2392,1.890,0.00065,148.778
15.6,0.2408,1.898,0.00065,149.441
15.7,0.2426,1.908,0.00066,150.241
15.8,0.2443,1.917,0.00066,150.901
15.9,0.2459,1.925,0.00066,151.567
16.0,0.2475,1.935,0.00067,152.315
16.1,0.2492,1.944,0.00067,153.058
16.2,0.2508,1.954,0.00068,153.804
16.3,0.2525,1.963,0.00068,154.504
16.4,0.2542,1.971,0.00069,155.170
16.5,0.2559,1.981,0.00069,155.938
16.6,0.2575,1.989,0.00069,156.584
16.7,0.2591,1.998,0.00069,157.279
16.8,0.2608,2.007,0.00070,158.024
16.9,0.2625,2.017,0.00071,158.788
17.0,0.2641,2.025,0.00071,159.431
17.1,0.2658,2.033,0.00072,160.077
17.2,0.2675,2.043,0.00072,160.853
17.3,0.2691,2.053,0.00072,161.596
17.4,0.2708,2.060,0.00073,162.193
17.5,0.2724,2.069,0.00073,162.890
17.6,0.2742,2.079,0.00073,163.675
17.7,0.2758,2.088,0.00074,164.346
17.8,0.2774,2.096,0.00075,165.001
17.9,0.2791,2.104,0.00075,165.663
18.0,0.2808,2.114,0.00075,166.451
18.1,0.2824,2.121,0.00075,166.993
18.2,0.2840,2.130,0.00076,167.690
18.3,0.2857,2.139,0.00076,168.414
18.4,0.2875,2.149,0.00077,169.168
18.5,0.2891,2.157,0.00077,169.800
18.6,0.2907,2.165,0.00078,170.423
18.7,0.2925,2.175,0.00078,171.208
18.8,0.2943,2.184,0.00078,171.940
18.9,0.2959,2.192,0.00079,172.602
19.0,0.2975,2.200,0.00079,173.233
19.1,0.2993,2.210,0.00080,173.977
19.2,0.3008,2.219,0.00080,174.684
19.3,0.3024,2.226,0.00080,175.275
19.4,0.3042,2.235,0.00080,175.927
19.5,0.3059,2.245,0.00081,176.726
19.6,0.3075,2.252,0.00081,177.291
19.7,0.3091,2.259,0.00082,177.879
19.8,0.3107,2.269,0.00083,178.655
19.9,0.3125,2.279,0.00084,179.433
20.0,0.3140,2.287,0.00083,180.034
20.1,0.3157,2.295,0.00083,180.678
20.2,0.3174,2.304,0.00084,181.380
20.3,0.3191,2.314,0.00085,182.139
20.4,0.3207,2.321,0.00085,182.753
20.5,0.3223,2.330,0.00085,183.436
20.6,0.3240,2.339,0.00085,184.172
20.7,0.3257,2.349,0.00086,184.908
20.8,0.3274,2.357,0.00087,185.528
20.9,0.3290,2.366,0.00087,186.276
21.0,0.3308,2.376,0.00088,187.075
21.1,0.3324,2.384,0.00087,187.717
21.2,0.3341,2.393,0.00088,188.362
21.3,0.3357,2.402,0.00088,189.074
21.4,0.3375,2.412,0.00089,189.864
21.5,0.3391,2.420,0.00089,190.519
21.6,0.3407,2.428,0.00089,191.139
21.7,0.3424,2.437,0.00090,191.844
21.8,0.3442,2.447,0.00091,192.616
21.9,0.3458,2.454,0.00091,193.198
22.0,0.3475,2.462,0.00092,193.861
22.1,0.3492,2.472,0.00092,194.602
22.2,0.3508,2.481,0.00092,195.312
22.3,0.3525,2.489,0.00093,195.941
22.4,0.3541,2.497,0.00093,196.574
22.5,0.3559,2.507,0.00094,197.371
22.6,0.3575,2.515,0.00094,198.005
22.7,0.3591,2.524,0.00094,198.691
22.8,0.3607,2.532,0.00095,199.338
22.9,0.3625,2.543,0.00096,200.175
23.0,0.3642,2.550,0.00096,200.750
23.1,0.3658,2.558,0.00096,201.380
23.2,0.3673,2.566,0.00096,202.015
23.3,0.3690,2.575,0.00097,202.756
23.4,0.3706,2.583,0.00097,203.358
23.5,0.3723,2.592,0.00098,204.061
23.6,0.3739,2.600,0.00098,204.686
23.7,0.3756,2.610,0.00099,205.460
23.8,0.3772,2.618,0.00099,206.130
23.9,0.3788,2.627,0.00100,206.847
24.0,0.3805,2.636,0.00100,207.486
24.1,0.3823,2.645,0.00101,208.236
24.2,0.3839,2.653,0.00101,208.885
24.3,0.3855,2.662,0.00101,209.536
24.4,0.3872,2.671,0.00102,210.263
24.5,0.3890,2.681,0.00103,211.036
24.6,0.3906,2.689,0.00102,211.671
24.7,0.3922,2.697,0.00103,212.328
24.8,0.3939,2.707,0.00104,213.120
24.9,0.3956,2.716,0.00104,213.821
25.0,0.3972,2.724,0.00105,214.461
25.1,0.3990,2.733,0.00105,215.147
25.2,0.4007,2.743,0.00106,215.952
25.3,0.4023,2.751,0.00106,216.549
25.4,0.4040,2.760,0.00107,217.257
25.5,0.4056,2.769,0.00107,218.020
25.6,0.4075,2.779,0.00107,218.782
25.7,0.4091,2.787,0.00107,219.393
25.8,0.4107,2.795,0.00108,220.043
25.9,0.4124,2.805,0.00109,220.796
26.0,0.4141,2.814,0.00109,221.566
26.1,0.4156,2.822,0.00110,222.150
26.2,0.4173,2.830,0.00110,222.823
26.3,0.4191,2.840,0.00111,223.601
26.4,0.4207,2.849,0.00111,224.317
26.5,0.4223,2.857,0.00112,224.959
26.6,0.4240,2.866,0.00112,225.611
26.7,0.4258,2.877,0.00113,226.476
26.8,0.4273,2.885,0.00113,227.092
26.9,0.4289,2.893,0.00113,227.730
27.0,0.4307,2.902,0.00114,228.485
27.1,0.4323,2.912,0.00114,229.237
27.2,0.4339,2.920,0.00115,229.842
27.3,0.4355,2.928,0.00115,230.481
27.4,0.4372,2.937,0.00116,231.255
27.5,0.4389,2.947,0.00116,232.020
27.6,0.4405,2.955,0.00116,232.599
27.7,0.4421,2.963,0.00117,233.278
27.8,0.4439,2.972,0.00118,234.009
27.9,0.4455,2.982,0.00118,234.726
28.0,0.4471,2.990,0.00118,235.391
28.1,0.4487,2.999,0.00119,236.059
28.2,0.4505,3.009,0.00120,236.890
28.3,0.4521,3.018,0.00120,237.608
28.4,0.4537,3.027,0.00120,238.268
28.5,0.4554,3.035,0.00121,238.971
28.6,0.4572,3.046,0.00121,239.822
28.7,0.4587,3.054,0.00122,240.455
28.8,0.4604,3.062,0.00122,241.032
28.9,0.4621,3.071,0.00123,241.743
29.0,0.4639,3.081,0.00123,242.584
29.1,0.4655,3.089,0.00124,243.214
29.2,0.4671,3.098,0.00124,243.882
29.3,0.4688,3.108,0.00125,244.667
29.4,0.4706,3.117,0.00125,245.413
29.5,0.4722,3.126,0.00126,246.059
29.6,0.4738,3.134,0.00126,246.738
29.7,0.4756,3.145,0.00127,247.559
29.8,0.4772,3.154,0.00128,248.284
29.9,0.4788,3.162,0.00127,248.948
30.0,0.4804,3.170,0.00128,249.576
30.1,0.4822,3.181,0.00129,250.429
30.2,0.4839,3.189,0.00129,251.052
30.3,0.4855,3.198,0.00130,251.730
30.4,0.4871,3.206,0.00130,252.376
30.5,0.4888,3.217,0.00130,253.254
30.6,0.4904,3.225,0.00131,253.882
30.7,0.4921,3.234,0.00132,254.608
30.8,0.4939,3.244,0.00132,255.367
30.9,0.4956,3.252,0.00133,256.021
31.0,0.4972,3.262,0.00133,256.764
31.1,0.4988,3.270,0.00134,257.413
31.2,0.5006,3.281,0.00134,258.280
31.3,0.5023,3.289,0.00135,258.951
31.4,0.5039,3.298,0.00135,259.605
31.5,0.5055,3.306,0.00136,260.303
31.6,0.5072,3.316,0.00136,261.074
31.7,0.5088,3.326,0.00137,261.828
31.8,0.5105,3.334,0.00137,262.459
31.9,0.5122,3.343,0.00138,263.177
32.0,0.5139,3.353,0.00139,263.981
32.1,0.5155,3.361,0.00139,264.612
32.2,0.5171,3.371,0.00140,265.355
32.3,0.5188,3.379,0.00140,266.037
32.4,0.5206,3.390,0.00141,266.848
32.5,0.5222,3.398,0.00141,267.473
32.6,0.5238,3.407,0.00142,268.256
32.7,0.5255,3.417,0.00142,269.013
32.8,0.5272,3.427,0.00143,269.758
32.9,0.5288,3.434,0.00143,270.377
33.0,0.5305,3.444,0.00144,271.103
33.1,0.5323,3.455,0.00145,271.979
33.2,0.5339,3.463,0.00145,272.634
33.3,0.5355,3.471,0.00145,273.296
33.4,0.5371,3.481,0.00146,274.027
33.5,0.5389,3.491,0.00146,274.835
33.6,0.5405,3.499,0.00147,275.450
33.7,0.5422,3.508,0.00148,276.167
33.8,0.5438,3.517,0.00148,276.912
33.9,0.5455,3.528,0.00149,277.705
34.0,0.5472,3.536,0.00149,278.381
34.1,0.5488,3.545,0.00150,279.069
34.2,0.5505,3.554,0.00150,279.812
34.3,0.5523,3.565,0.00150,280.633
34.4,0.5539,3.573,0.00151,281.300
34.5,0.5555,3.582,0.00152,281.966
34.6,0.5573,3.592,0.00152,282.779
34.7,0.5590,3.602,0.00153,283.569
34.8,0.5606,3.610,0.00153,284.184
34.9,0.5623,3.619,0.00154,284.878
35.0,0.5640,3.629,0.00155,285.725
35.1,0.5655,3.637,0.00155,286.349
35.2,0.5672,3.646,0.00156,287.027
35.3,0.5688,3.655,0.00156,287.768
35.4,0.5707,3.666,0.00157,288.622
35.5,0.5722,3.673,0.00157,289.172
35.6,0.5738,3.682,0.00158,289.862
35.7,0.5755,3.692,0.00158,290.654
35.8,0.5772,3.702,0.00159,291.465
35.9,0.5788,3.710,0.00160,292.076
36.0,0.5804,3.719,0.00160,292.769
36.1,0.5821,3.729,0.00161,293.533
36.2,0.5838,3.738,0.00161,294.281
36.3,0.5854,3.747,0.00162,294.950
36.4,0.5870,3.755,0.00162,295.602
36.5,0.5887,3.765,0.00163,296.401
36.6,0.5903,3.774,0.00163,297.104
36.7,0.5919,3.783,0.00164,297.832
36.8,0.5936,3.792,0.00165,298.526
36.9,0.5954,3.803,0.00165,299.363
37.0,0.5971,3.812,0.00165,300.085
37.1,0.5987,3.820,0.00166,300.754
37.2,0.6003,3.829,0.00167,301.465
37.3,0.6021,3.840,0.00168,302.321
37.4,0.6037,3.849,0.00168,302.979
37.5,0.6052,3.857,0.00169,303.619
37.6,0.6069,3.865,0.00169,304.274
37.7,0.6087,3.876,0.00170,305.145
37.8,0.6103,3.885,0.00171,305.816
37.9,0.6119,3.893,0.00171,306.454
38.0,0.6135,3.902,0.00172,307.152
38.1,0.6152,3.911,0.00173,307.915
38.2,0.6169,3.921,0.00173,308.674
38.3,0.6185,3.930,0.00174,309.371
38.4,0.6203,3.940,0.00174,310.162
38.5,0.6220,3.950,0.00175,310.957
38.6,0.6236,3.959,0.00176,311.680
38.7,0.6253,3.968,0.00176,312.412
38.8,0.6271,3.979,0.00177,313.267
38.9,0.6288,3.988,0.00177,313.940
39.0,0.6304,3.997,0.00177,314.675
39.1,0.6320,4.005,0.00179,315.297
39.2,0.6339,4.015,0.00179,316.109
39.3,0.6355,4.024,0.00180,316.788
39.4,0.6371,4.033,0.00181,317.473
39.5,0.6387,4.041,0.00181,318.167
39.6,0.6404,4.052,0.00182,318.964
39.7,0.6420,4.060,0.00182,319.594
39.8,0.6436,4.069,0.00183,320.318
39.9,0.6454,4.079,0.00183,321.095
40.0,0.6471,4.088,0.00184,321.852
40.1,0.6487,4.097,0.00185,322.537
40.2,0.6503,4.105,0.00186,323.201
40.3,0.6520,4.116,0.00186,324.030
40.4,0.6536,4.125,0.00186,324.782
40.5,0.6552,4.134,0.00187,325.419
40.6,0.6569,4.143,0.00188,326.151
40.7,0.6586,4.152,0.00188,326.904
40.8,0.6602,4.161,0.00189,327.601
40.9,0.6619,4.170,0.00190,328.293
41.0,0.6635,4.180,0.00190,329.041
41.1,0.6653,4.190,0.00192,329.862
41.2,0.6670,4.198,0.00192,330.527
41.3,0.6686,4.208,0.00193,331.296
41.4,0.6703,4.218,0.00193,332.029
41.5,0.6721,4.227,0.00194,332.799
41.6,0.6737,4.236,0.00195,333.451
41.7,0.6753,4.245,0.00195,334.162
41.8,0.6771,4.254,0.00195,334.918
41.9,0.6787,4.264,0.00196,335.698
42.0,0.6803,4.272,0.00196,336.286
42.1,0.6819,4.280,0.00198,336.943
42.2,0.6836,4.291,0.00198,337.827
42.3,0.6852,4.300,0.00199,338.489
42.4,0.6868,4.309,0.00199,339.211
42.5,0.6886,4.318,0.00200,339.900
42.6,0.6903,4.328,0.00201,340.762
42.7,0.6919,4.336,0.00202,341.333
42.8,0.6935,4.345,0.00202,342.055
42.9,0.6952,4.355,0.00203,342.832
43.0,0.6970,4.365,0.00203,343.648
43.1,0.6986,4.373,0.00205,344.252
43.2,0.7002,4.382,0.00204,344.961
43.3,0.7019,4.392,0.00205,345.726
43.4,0.7036,4.401,0.00206,346.474
43.5,0.7052,4.410,0.00207,347.155
43.6,0.7068,4.418,0.00207,347.844
43.7,0.7086,4.429,0.00209,348.698
43.8,0.7103,4.438,0.00209,349.412
43.9,0.7119,4.447,0.00210,350.128
44.0,0.7135,4.456,0.00211,350.800
44.1,0.7154,4.468,0.00211,351.707
44.2,0.7170,4.476,0.00212,352.374
44.3,0.7186,4.484,0.00213,353.025
44.4,0.7203,4.493,0.00214,353.692
44.5,0.7220,4.505,0.00215,354.626
44.6,0.7236,4.512,0.00215,355.206
44.7,0.7252,4.520,0.00215,355.850
44.8,0.7270,4.530,0.00216,356.613
44.9,0.7287,4.540,0.00217,357.413
45.0,0.7303,4.547,0.00217,358.001
45.1,0.7319,4.557,0.00218,358.718
45.2,0.7336,4.566,0.00219,359.498
45.3,0.7353,4.576,0.00219,360.235
45.4,0.7369,4.584,0.00221,360.917
45.5,0.7386,4.593,0.00221,361.593
45.6,0.7403,4.603,0.00222,362.401
45.7,0.7419,4.612,0.00222,363.072
45.8,0.7435,4.620,0.00223,363.731
45.9,0.7451,4.629,0.00224,364.389
46.0,0.7469,4.639,0.00225,365.218
46.1,0.7485,4.648,0.00225,365.904
46.2,0.7501,4.656,0.00226,366.573
46.3,0.7517,4.665,0.00227,367.237
46.4,0.7535,4.675,0.00228,368.074
46.5,0.7551,4.684,0.00229,368.766
46.6,0.7568,4.693,0.00230,369.480
46.7,0.7584,4.701,0.00230,370.088
46.8,0.7602,4.711,0.00231,370.916
46.9,0.7618,4.720,0.00232,371.548
47.0,0.7635,4.729,0.00232,372.273
47.1,0.7652,4.738,0.00233,372.984
47.2,0.7669,4.748,0.00234,373.777
47.3,0.7686,4.756,0.00234,374.399
47.4,0.7702,4.765,0.00235,375.094
47.5,0.7719,4.775,0.00236,375.904
47.6,0.7736,4.784,0.00237,376.602
47.7,0.7752,4.793,0.00238,377.305
47.8,0.7769,4.801,0.00238,377.961
47.9,0.7786,4.811,0.00239,378.759
48.0,0.7803,4.820,0.00240,379.448
48.1,0.7819,4.828,0.00241,380.082
48.2,0.7835,4.836,0.00241,380.730
48.3,0.7852,4.845,0.00242,381.465
48.4,0.7868,4.854,0.00242,382.144
48.5,0.7884,4.863,0.00244,382.846
48.6,0.7901,4.872,0.00244,383.545
48.7,0.7919,4.881,0.00245,384.294
48.8,0.7935,4.889,0.00246,384.919
48.9,0.7951,4.898,0.00247,385.606
49.0,0.7968,4.907,0.00248,386.315
49.1,0.7986,4.918,0.00248,387.172
49.2,0.8002,4.925,0.00249,387.754
49.3,0.8018,4.933,0.00250,388.382
49.4,0.8035,4.943,0.00251,389.150
49.5,0.8051,4.952,0.00252,389.880
49.6,0.8068,4.960,0.00252,390.506
49.7,0.8084,4.969,0.00253,391.151
49.8,0.8102,4.979,0.00254,391.952
49.9,0.8118,4.986,0.00255,392.553
50.0,0.8134,4.995,0.00256,393.259
50.1,0.8151,5.004,0.00257,393.931
50.2,0.8168,5.014,0.00257,394.718
50.3,0.8184,5.021,0.00258,395.276
50.4,0.8201,5.029,0.00259,395.923
50.5,0.8219,5.039,0.00260,396.694
50.6,0.8236,5.049,0.00261,397.481
50.7,0.8252,5.057,0.00261,398.132
50.8,0.8268,5.065,0.00262,398.729
50.9,0.8286,5.076,0.00262,399.577
51.0,0.8303,5.084,0.00264,400.255
51.1,0.8319,5.092,0.00265,400.877
51.2,0.8335,5.100,0.00265,401.504
51.3,0.8353,5.110,0.00266,402.315
51.4,0.8368,5.118,0.00267,402.908
51.5,0.8384,5.126,0.00268,403.515
51.6,0.8402,5.134,0.00269,404.190
51.7,0.8419,5.144,0.00270,404.987
51.8,0.8435,5.151,0.00271,405.508
51.9,0.8451,5.159,0.00272,406.130
52.0,0.8467,5.167,0.00272,406.809
52.1,0.8484,5.177,0.00273,407.586
52.2,0.8500,5.184,0.00274,408.133
52.3,0.8517,5.192,0.00275,408.749
52.4,0.8535,5.202,0.00276,409.493
52.5,0.8551,5.211,0.00277,410.205
52.6,0.8567,5.219,0.00278,410.862
52.7,0.8584,5.227,0.00279,411.467
52.8,0.8602,5.237,0.00279,412.300
52.9,0.8618,5.245,0.00280,412.929
53.0,0.8634,5.253,0.00281,413.524
53.1,0.8650,5.261,0.00282,414.162
53.2,0.8668,5.270,0.00283,414.883
53.3,0.8684,5.278,0.00284,415.514
53.4,0.8699,5.285,0.00285,416.104
53.5,0.8715,5.293,0.00286,416.657
53.6,0.8734,5.304,0.00287,417.534
53.7,0.8750,5.311,0.00287,418.109
53.8,0.8766,5.319,0.00289,418.718
53.9,0.8783,5.328,0.00289,419.420
54.0,0.8799,5.336,0.00290,420.105
54.1,0.8815,5.344,0.00291,420.682
54.2,0.8832,5.351,0.00292,421.294
54.3,0.8849,5.361,0.00293,422.035
54.4,0.8866,5.369,0.00294,422.686
54.5,0.8882,5.377,0.00295,423.298
54.6,0.8898,5.384,0.00296,423.883
54.7,0.8916,5.393,0.00297,424.606
54.8,0.8932,5.403,0.00298,425.332
54.9,0.8949,5.410,0.00299,425.902
55.0,0.8965,5.418,0.00299,426.530
55.1,0.8983,5.428,0.00300,427.287
55.2,0.8999,5.435,0.00301,427.900
55.3,0.9016,5.443,0.00302,428.506
55.4,0.9032,5.451,0.00303,429.108
55.5,0.9050,5.460,0.00304,429.811
55.6,0.9066,5.467,0.00305,430.385
55.7,0.9083,5.475,0.00306,431.025
55.8,0.9100,5.482,0.00307,431.613
55.9,0.9118,5.492,0.00308,432.386
56.0,0.9134,5.499,0.00309,432.925
56.1,0.9150,5.507,0.00310,433.538
56.2,0.9167,5.516,0.00311,434.229
56.3,0.9184,5.525,0.00312,434.925
56.4,0.9200,5.532,0.00313,435.478
56.5,0.9217,5.539,0.00314,436.029
56.6,0.9235,5.548,0.00316,436.783
56.7,0.9251,5.556,0.00316,437.377
56.8,0.9267,5.563,0.00317,437.955
56.9,0.9284,5.570,0.00318,438.512
57.0,0.9300,5.579,0.00319,439.242
57.1,0.9316,5.586,0.00320,439.775
57.2,0.9333,5.594,0.00322,440.355
57.3,0.9350,5.601,0.00322,440.980
57.4,0.9367,5.610,0.00323,441.615
57.5,0.9382,5.615,0.00324,442.058
57.6,0.9399,5.623,0.00326,442.688
57.7,0.9415,5.631,0.00326,443.287
57.8,0.9432,5.639,0.00327,443.958
57.9,0.9448,5.646,0.00328,444.455
58.0,0.9463,5.653,0.00329,445.056
58.1,0.9480,5.661,0.00330,445.669
58.2,0.9498,5.669,0.00331,446.313
58.3,0.9514,5.676,0.00332,446.851
58.4,0.9530,5.683,0.00334,447.406
58.5,0.9547,5.691,0.00334,448.047
58.6,0.9564,5.700,0.00336,448.711
58.7,0.9580,5.707,0.00336,449.259
58.8,0.9597,5.714,0.00338,449.872
58.9,0.9615,5.723,0.00338,450.527
59.0,0.9631,5.731,0.00340,451.139
59.1,0.9647,5.737,0.00340,451.687
59.2,0.9664,5.745,0.00342,452.281
59.3,0.9683,5.754,0.00343,452.991
59.4,0.9698,5.760,0.00344,453.442
59.5,0.9714,5.767,0.00345,453.975
59.6,0.9731,5.775,0.00346,454.603
59.7,0.9749,5.784,0.00348,455.319
59.8,0.9765,5.789,0.00348,455.727
59.9,0.9781,5.796,0.00350,456.278
60.0,0.9799,5.803,0.00351,456.862
60.1,0.9815,5.811,0.00351,457.459
60.2,0.9832,5.817,0.00353,457.983
60.3,0.9848,5.824,0.00354,458.490
60.4,0.9866,5.833,0.00354,459.179
60.5,0.9883,5.840,0.00356,459.792
60.6,0.9899,5.847,0.00357,460.293
60.7,0.9915,5.854,0.00359,460.822
60.8,0.9934,5.863,0.00359,461.559
60.9,0.9950,5.869,0.00361,462.070
61.0,0.9966,5.875,0.00362,462.522
61.1,0.9982,5.882,0.00363,463.051
61.2,1.0000,5.891,0.00364,463.759
61.3,1.0015,5.896,0.00365,464.199
61.4,1.0031,5.902,0.00366,464.647
61.5,1.0048,5.908,0.00367,465.133
61.6,1.0065,5.917,0.00368,465.837
61.7,1.0081,5.923,0.00370,466.278
61.8,1.0098,5.929,0.00371,466.789
61.9,1.0115,5.936,0.00372,467.336
62.0,1.0131,5.943,0.00373,467.890
62.1,1.0148,5.949,0.00374,468.374
62.2,1.0164,5.956,0.00375,468.893
62.3,1.0182,5.965,0.00377,469.577
62.4,1.0199,5.972,0.00378,470.113
62.5,1.0215,5.978,0.00379,470.606
62.6,1.0231,5.984,0.00380,471.103
62.7,1.0248,5.992,0.00382,471.747
62.8,1.0266,5.999,0.00383,472.268
62.9,1.0282,6.005,0.00384,472.776
63.0,1.0298,6.010,0.00385,473.177
63.1,1.0315,6.018,0.00386,473.801
63.2,1.0331,6.025,0.00387,474.330
63.3,1.0348,6.031,0.00389,474.832
63.4,1.0366,6.037,0.00389,475.290
63.5,1.0383,6.045,0.00391,475.921
63.6,1.0399,6.050,0.00392,476.323
63.7,1.0415,6.057,0.00394,476.825
63.8,1.0433,6.064,0.00395,477.394
63.9,1.0451,6.071,0.00396,477.963
64.0,1.0467,6.076,0.00397,478.362
64.1,1.0483,6.083,0.00398,478.864
64.2,1.0500,6.090,0.00400,479.415
64.3,1.0517,6.097,0.00401,479.975
64.4,1.0533,6.103,0.00403,480.432
64.5,1.0550,6.108,0.00404,480.859
